,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
08/06/20,,,,1.0798836828107834,50.24852085366236,959.6715954635268
08/07/20,,,,1.0704482819780252,48.908730520075586,961.0208211979464
08/08/20,,,,1.061435299114034,47.60539082410547,962.3331738767805
08/09/20,,,,1.0528135949323194,46.3374330275395,963.6097533775282
08/10/20,,,,1.0445515216562715,45.103800656813355,964.8516478215304
08/11/20,,,,1.0366169230191613,43.9034495030108,966.05993357397
08/12/20,,,,1.0289771342641396,42.73534762186386,967.235675243872
08/13/20,,,,1.021598982144238,41.598475333752646,968.3799256841031
08/14/20,,,,1.0144487849223691,40.49182522370544,969.4937259913722
08/15/20,,,,1.007492352371326,39.414402141398746,970.57810550623
08/16/20,,,,1.000694985773782,38.36522320115711,971.6340818130691
08/17/20,,,,0.9940214779222909,37.34331778195333,972.6626607401244
08/18/20,,,,0.9874361131192877,36.34772752740836,973.6648363594724
08/19/20,,,,0.9809026671770876,35.37750634579124,974.6415909870317
08/20/20,,,,0.9743844074178862,34.43172041001927,975.5938951825628
08/21/20,,,,0.9679176934091178,33.509985837633465,976.5220964689574
08/22/20,,,,0.9616578088789862,32.61281979045471,977.4255224006663
08/23/20,,,,0.9556043745738296,31.73963099138506,978.3047646340411
08/24/20,,,,0.9497497119124798,30.88978734586764,979.16046294222
08/25/20,,,,0.9440864171054604,30.062670932697273,979.9932426501973
08/26/20,,,,0.9386073611549866,29.257678004020477,980.8037146348246
08/27/20,,,,0.9333056898549654,28.47421898533549,981.5924753248096
08/28/20,,,,0.928174823790996,27.711718475492248,982.3601067007168
08/29/20,,,,0.9232084583403689,26.96961524669238,983.1071762949673
08/30/20,,,,0.9184005636720668,26.24736224448924,983.8342371918387
08/31/20,,,,0.9137453847467639,25.544426587787857,984.5418280274654
09/01/20,,,,0.9092374413168265,24.860289568844998,985.2304729898382
